ID	Title	Publisher	ISSN_Cross	EISSN_Cross	JrId	JournalTitle	MedAbbr	ISSN_NLM	EISSN_NLM	IsoAbbr	NlmId	wikidata
9139	Stereotactic and Functional Neurosurgery	S. Karger AG	1011-6125	1423-0372	7175	Stereotactic and functional neurosurgery	Stereotact Funct Neurosurg	1011-6125	1423-0372	Stereotact Funct Neurosurg	8902881	
75998	Development	Nature Publishing Group - Macmillan Publishers	1011-6370	1461-7072	43144	Development (Society for International Development)	Development (Rome)	1011-6370	1461-7072	Development (Rome)	9886584	Q3025404
9160	Medical Principles and Practice	S. Karger AG	1011-7571	1423-0151	29768	Medical principles and practice : international journal of the Kuwait University, Health Science Centre	Med Princ Pract	1011-7571	1423-0151	Med Princ Pract	8901334	Q15759132
71982	Journal of Korean Medical Science	Korean Academy of Medical Sciences (KAMJE)	1011-8934	1598-6357	1464	Journal of Korean medical science	J Korean Med Sci	1011-8934	1598-6357	J. Korean Med. Sci.	8703518	
72118	Korean Journal of Ophthalmology / Korean journal of ophthalmology KJO	Korean Opthalmological Society (KAMJE)	1011-8942	2092-9382	5366	Korean journal of ophthalmology : KJO	Korean J Ophthalmol	1011-8942		Korean J Ophthalmol	8804513	
155287	Bangladesh Journal of Microbiology	Bangladesh Journals Online	1011-9981		27428	Bangladesh journal of microbiology / Bangladesh Society of Microbiologists	Banglad J Microbiol	1011-9981		Banglad J Microbiol	8901561	
42958	South African Journal of Geology	GeoScienceWorld	1012-0750		22658	South African journal of geology : being the transactions of the Geological Society of South Africa = Suid-Afrikaanse tydskrif vir geologie : syndie die verhandelinge van die Geologiese Vereniging van Suid-Afrika	South Afr J Geol	1012-0750		South Afr J Geol	100971566	Q15757663
3069	Annals of Mathematics and Artificial Intelligence	Springer-Verlag	1012-2443	1573-7470	38355	Annals of mathematics and artificial intelligence	Ann Math Artif Intell	1012-2443	1573-7470	Ann Math Artif Intell	101537673	Q15755388
53619	Pflege	Hogrefe & Huber Publishing Group	1012-5302	1664-283X	1125	Pflege	Pflege	1012-5302		Pflege	8907069	Q1615247
15289	International Review for the Sociology of Sport	SAGE Publications	1012-6902	1461-7218	34846	International review for the sociology of sport	Int Rev Sociol Sport	1012-6902	1461-7218	Int Rev Sociol Sport	101480168	Q15710134
70178	Agenda	JSTOR	1013-0950		29316	Agenda (Durban, South Africa)	Agenda	1013-0950		Agenda	101090774	Q4692030
88074	The Saudi Dental Journal	Elsevier	1013-9052		40989	The Saudi dental journal	Saudi Dent J	1013-9052	1658-3558	Saudi Dent J	9313603	
92307	Annals of Dermatology	Korean Dermatological Association and The Korean Society for Investigative Dermatology (KAMJE)	1013-9087	2005-3894	37366	Annals of dermatology	Ann Dermatol	1013-9087	2005-3894	Ann Dermatol	8916577	
67511	Journal of Bangladesh College of Physicians and Surgeons	Bangladesh Journals Online	1015-0870		38799	Journal of Bangladesh College of Physicians & Surgeons	J Bangladesh Coll Phys Surg	1015-0870		J Bangladesh Coll Phys Surg	8711535	
904	Aquatic Sciences	Springer-Verlag	1015-1621	1420-9055	34587	Aquatic sciences	Aquat Sci	1015-1621	1420-9055	Aquat Sci	101477008	Q15760944
9146	Pathobiology	S. Karger AG	1015-2008	1423-0291	1410	Pathobiology : journal of immunopathology, molecular and cellular biology	Pathobiology	1015-2008	1423-0291	Pathobiology	9007504	Q2948036
9177	Fetal Diagnosis and Therapy	S. Karger AG	1015-3837	1421-9964	1409	Fetal diagnosis and therapy	Fetal Diagn Ther	1015-3837	1421-9964	Fetal. Diagn. Ther.	9107463	Q15765765
10740	European Journal of Psychological Assessment	Hogrefe & Huber Publishing Group	1015-5759	2151-2426	36188	European journal of psychological assessment : official organ of the European Association of Psychological Assessment	Eur J Psychol Assess	1015-5759	2151-2426	Eur J Psychol Assess	9431864	Q15750169
56591	Brain Pathology / Brain Pathology (Zurich Switzerland)	Wiley Blackwell (Blackwell Publishing)	1015-6305	1750-3639	2602	Brain pathology (Zurich, Switzerland)	Brain Pathol	1015-6305	1750-3639	Brain Pathol.	9216781	Q4955776
9193	Cellular Physiology and Biochemistry	S. Karger AG	1015-8987	1421-9778	20931	Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology	Cell Physiol Biochem	1015-8987	1421-9778	Cell. Physiol. Biochem.	9113221	Q2229420
1059	Asian Journal of Surgery	Elsevier	1015-9584		30016	Asian journal of surgery / Asian Surgical Association	Asian J Surg	1015-9584	0219-3108	Asian J Surg	8900600	Q15762346
9196	Cerebrovascular Diseases	S. Karger AG	1015-9770	1421-9786	20932	Cerebrovascular diseases (Basel, Switzerland)	Cerebrovasc Dis	1015-9770	1421-9786	Cerebrovasc. Dis.	9100851	Q15762823
61049	Banko Janakari	Nepal Journals Online	1016-0582	1016-0582	40549	Banko janakari	Banko Janakari	1016-0582	1996-8612	Banko Janakari	101588001	
118165	Tropical Agricultural Research	Sri Lanka Journals Online	1016-1422		21395	Tropical agricultural research : proceedings of the ... Annual Congress of the Postgraduate Institute for Agriculture, Peradeniya. University of Peradeniya. Postgraduate Institute of Agriculture. Congress		1016-1422		Trop. Agric. Res.	100955318	
9143	Pediatric Neurosurgery	S. Karger AG	1016-2291	1423-0305	1824	Pediatric neurosurgery	Pediatr Neurosurg	1016-2291	1423-0305	Pediatr Neurosurg	9114967	Q15749799
68714	Biomedical Engineering Applications Basis and Communications	National Taiwan University	1016-2372	1793-7132	42978	Biomedical engineering : applications, basis, and communications	Biomed Eng (Singapore)	1016-2372	1793-7132	Biomed Eng (Singapore)	101478283	Q4915108
71060	Aschkenas	Walter de Gruyter GmbH	1016-4987	1865-9438	38819	Aschkenas	Aschkenas (Wien)	1016-4987		Aschkenas (Wien)	101553414	Q722773
137605	Turk Kardiyoloji Dernegi Arsivi-Archives of the Turkish Society of Cardiology	Turkish Society of Cardiology	1016-5169	1308-4488	34307	Turk Kardiyoloji Dernegi arsivi : Turk Kardiyoloji Derneginin yayin organidir	Turk Kardiyol Dern Ars	1016-5169	1308-4488	Turk Kardiyol Dern Ars	9426239	
218222	Journal of the Saudi Heart Association	Elsevier	1016-7315		40871	Journal of the Saudi Heart Association	J Saudi Heart Assoc	1016-7315	2212-5043	J Saudi Heart Assoc	9887261	
1058	Molecules and Cells	Korean Society for Molecular and Cellular Biology	1016-8478	0219-1032	8634	Molecules and cells	Mol Cells	1016-8478	0219-1032	Mol. Cells	9610936	Q15762604
260746	Ankara Üniversitesi Di Hekimlii Fakültesi Dergisi	Ankara University	1016-8710	1016-8710	1610	Ankara Universitesi Dis Hekimligi Fakultesi dergisi = The Journal of the Dental Faculty of Ankara University	Ankara Univ Hekim Fak Derg	1016-8710		Ankara Univ Hekim Fak Derg	9004485	
26680	International Economic Journal	Informa UK (Taylor & Francis)	1016-8737	1743-517X	28857	International economic journal	Int Econ J	1016-8737		Int Econ J	101086023	Q15755187
10739	European Psychologist	Hogrefe & Huber Publishing Group	1016-9040	1878-531X	36794	European psychologist	Eur Psychol	1016-9040	1878-531X	Eur Psychol	9610306	Q5413048
132305	Statistica Sinica	Institute of Statistical Science, Academia Sinica	1017-0405	1017-0405	34550	Statistica Sinica	Stat Sin	1017-0405	1996-8507	Stat Sin	101473244	Q15763606
3008	Numerical Algorithms	Springer-Verlag	1017-1398	1572-9265	42912	Numerical algorithms	Numer Algorithms	1017-1398	1572-9265	Numer Algorithms	101637157	Q13360078
13543	African Development Review	Wiley Blackwell (Blackwell Publishing)	1017-6772	1467-8268	28572	African development review = Revue africaine de developpement	Afr Dev Rev	1017-6772		Afr Dev Rev	101085138	Q4689751
80098	Journal of Microbiology and Biotechnology	Korean Society for Microbiology and Biotechnology	1017-7825	1738-8872	20319	Journal of microbiology and biotechnology	J Microbiol Biotechnol	1017-7825	1738-8872	J. Microbiol. Biotechnol.	9431852	Q15757130
4145	Journal of Electronic Imaging	SPIE - International Society for Optical Engineering	1017-9909		29689	Journal of electronic imaging	J Electron Imaging	1017-9909		J Electron Imaging	9890371	Q15716471
79560	acta orthopaedica et traumatologica turcica	Turk Ortopedi ve Travmatoloji Dernegi	1017-995X		30151	Acta orthopaedica et traumatologica turcica	Acta Orthop Traumatol Turc	1017-995X		Acta Orthop Traumatol Turc	9424806	Q4676738
9162	Journal of Vascular Research	S. Karger AG	1018-1172	1423-0135	1126	Journal of vascular research	J Vasc Res	1018-1172	1423-0135	J. Vasc. Res.	9206092	Q15755734
138425	Korean Journal of Systematic Zoology	The Korean Society of Systematic Zoology	1018-192X		30123	Han'guk Tongmul Pullyu Hakhoe chi		1018-192X		Hanguk Tongmul Pullyu Hakhoe Chi	101161008	Q21385510
9166	International Archives of Allergy and Immunology	S. Karger AG	1018-2438	1423-0097	2196	International archives of allergy and immunology	Int Arch Allergy Immunol	1018-2438	1423-0097	Int. Arch. Allergy Immunol.	9211652	Q2189251
3446	European Journal of Human Genetics	Nature Publishing Group	1018-4813	1476-5438	8515	European journal of human genetics : EJHG	Eur J Hum Genet	1018-4813	1476-5438	Eur. J. Hum. Genet.	9302235	Q2155433
3101	Telecommunication Systems / Journal of Telecommunication Systems	Springer-Verlag	1018-4864	1572-9451	41857	Telecommunication systems	Telecommun Syst	1018-4864	1572-9451	Telecommun Syst	101619670	Q2213826
97385	Turkish Journal of Pathology	Federation of Turkish Pathology Societies	1018-5615	1309-5730	38772	Turk patoloji dergisi	Turk Patoloji Derg	1018-5615		Turk Patoloji Derg	9440471	
9185	Dermatology	S. Karger AG	1018-8665	1421-9832	1997	Dermatology (Basel, Switzerland)	Dermatology	1018-8665	1421-9832	Dermatology (Basel)	9203244	Q5262700
110925	Dusunen Adam The Journal of Psychiatry and Neurological Sciences	Yerkure Tanitim ve Yayincilik Hizmetleri	1018-8681	1309-5749	43859	Dusunen adam : Bakirkoy Ruh ve Sinir Hastaliklari Hastanesi yayin organi	Dusunen Adam	1018-8681		Dusunen Adam	9424802	
864	European Child & Adolescent Psychiatry / EUROPEAN JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRY	Springer-Verlag	1018-8827	1435-165X	20207	European child & adolescent psychiatry	Eur Child Adolesc Psychiatry	1018-8827	1435-165X	Eur Child Adolesc Psychiatry	9212296	Q15750166
9172	Gynkologisch-geburtshilfliche Rundschau	S. Karger AG	1018-8843	1423-0011	2226	Gynakologisch-geburtshilfliche Rundschau	Gynakol Geburtshilfliche Rundsch	1018-8843	1423-0011	Gynakol Geburtshilfliche Rundsch	9212667	
14855	Natural Immunity	S. Karger AG	1018-8916		2127	Natural immunity	Nat Immun	1018-8916		Nat. Immun.	9206126	
181665	EDTNA-ERCA Journal	Wiley Blackwell (Blackwell Publishing)	1019-083X		21063	EDTNA/ERCA journal (English ed.)	EDTNA ERCA J	1019-083X		EDTNA ERCA J	9805754	Q15755214
97245	Turkish Neurosurgery	Turkish Neurological Society	1019-5149		33518	Turkish neurosurgery	Turk Neurosurg	1019-5149		Turk Neurosurg	9423821	
75540	International Journal of Oncology	Spandidos Publications	1019-6439	1791-2423	20655	International journal of oncology	Int J Oncol	1019-6439	1791-2423	Int. J. Oncol.	9306042	Q6051527
3115	Advances in Computational Mathematics	Springer-Verlag	1019-7168	1572-9044	39206	Advances in computational mathematics	Adv Comput Math	1019-7168	1572-9044	Adv Comput Math	101559836	Q13428416
165785	Journal of the South African Veterinary Association	AOSIS Open Journals	1019-9128	2224-9435	5253	Journal of the South African Veterinary Association	J S Afr Vet Assoc	1019-9128	2224-9435	J S Afr Vet Assoc	7503122	Q15763884
64709	Revista Panamericana de Salud Pública	SciELO	1020-4989	1020-4989	20587	Revista panamericana de salud publica = Pan American journal of public health	Rev Panam Salud Publica	1020-4989	1680-5348	Rev. Panam. Salud Publica	9705400	Q7129605
75541	Oncology Reports	Spandidos Publications	1021-335X	1791-2431	20608	Oncology reports	Oncol Rep	1021-335X	1791-2431	Oncol. Rep.	9422756	Q7092098
81158	African Entomology	BioOne (Entomological Society of Southern Africa)	1021-3589	1021-3589	34562	African entomology : journal of the Entomological Society of Southern Africa		1021-3589		Afr Entomol	9887590	Q4033499
3156	Russian Journal of Plant Physiology	Pleiades Publishing	1021-4437	1608-3407	21449	Russian journal of plant physiology: a comprehensive Russian journal on modern phytophysiology	Russ J Plant Physiol	1021-4437	1608-3407	Russ. J. Plant Physiol.	100955475	Q15767131
9155	NeuroImmunoModulation	S. Karger AG	1021-7401	1423-0216	8737	Neuroimmunomodulation	Neuroimmunomodulation	1021-7401	1423-0216	Neuroimmunomodulation	9422763	Q15756353
251707	Agronomía Mesoamericana	Universidad de Costa Rica	1021-7444	2215-3608	43802	Agronomia mesoamericana : organo divulgativo del PCCMCA, Programa Cooperativo Centroamericano de Mejoramiento de Cultivos y Animales	Agron Mesoam	1021-7444	2215-3608	Agron Mesoam	101658108	
9176	Folia Phoniatrica et Logopaedica	S. Karger AG	1021-7762	1421-9972	2475	Folia phoniatrica et logopaedica : official organ of the International Association of Logopedics and Phoniatrics (IALP)	Folia Phoniatr Logop	1021-7762	1421-9972	Folia Phoniatr Logop	9422792	Q2046607
9163	Journal of Biomedical Science	Springer (Biomed Central Ltd.)	1021-7770	1423-0127	20758	Journal of biomedical science	J Biomed Sci	1021-7770	1423-0127	J. Biomed. Sci.	9421567	Q15759332
220205	Journal of Food and Drug Analysis	Elsevier	1021-9498		42471	Journal of food and drug analysis	J Food Drug Anal	1021-9498		J Food Drug Anal	101630927	Q15750192
64170	African Journal of Range and Forage Science	Informa UK (National Inquiry Services Center)	1022-0119	1727-9380	42909	African journal of range & forage science	Afr J Range Forage Sci	1022-0119	1727-9380	Afr J Range Forage Sci	101637326	Q4689831
181	Macromolecular Rapid Communications	Wiley Blackwell (John Wiley & Sons)	1022-1336	1521-3927	36797	Macromolecular rapid communications	Macromol Rapid Commun	1022-1336	1521-3927	Macromol Rapid Commun	9888239	Q3274923
182	Macromolecular Theory and Simulations	Wiley Blackwell (John Wiley & Sons)	1022-1344	1521-3919	42924	Macromolecular theory and simulations	Macromol Theory Simul	1022-1344	1521-3919	Macromol Theory Simul	9888234	Q3274926
184	Macromolecular Chemistry and Physics	Wiley Blackwell (John Wiley & Sons)	1022-1352	1521-3935	37698	Macromolecular chemistry and physics	Macromol Chem Phys	1022-1352	1521-3935	Macromol Chem Phys	9888237	Q908328
10099	Macromolecular Symposia / Macromolecular Symposium	Wiley Blackwell (John Wiley & Sons)	1022-1360	1521-3900	38287	Macromolecular symposia	Macromol Symp	1022-1360	1521-3900	Macromol Symp	9888296	Q15766293
67512	Mymensingh Medical Journal	Bangladesh Journals Online	1022-4742		29758	Mymensingh medical journal : MMJ	Mymensingh Med J	1022-4742		Mymensingh Med J	9601799	
136166	Asian Geographer	Informa UK (Taylor & Francis)	1022-5706	2158-1762	29040	Asian geographer	Asian Geogr	1022-5706		Asian Geogr	101087252	Q15752734
9183	European Addiction Research	S. Karger AG	1022-6877	1421-9891	21104	European addiction research	Eur Addict Res	1022-6877	1421-9891	Eur Addict Res	9502920	Q15749459
3035	Russian Journal of Genetics	Pleiades Publishing	1022-7954	1608-3369	8609	Russian journal of genetics	Russ J Genet	1022-7954	1608-3369	Russ. J. Genet.	9436969	Q15753063
901	Inflammation Research	Springer-Verlag	1023-3830	1420-908X	8759	Inflammation research : official journal of the European Histamine Research Society ... [et al.]	Inflamm Res	1023-3830	1420-908X	Inflamm. Res.	9508160	Q1819367
17841	Marine and Freshwater Behaviour and Physiology	Informa UK (Taylor & Francis)	1023-6244	1029-0362	38625	Marine and freshwater behaviour and physiology	Mar Freshw Behav Physiol	1023-6244	1029-0362	Mar Freshw Behav Physiol	101548682	Q15755943
74303	Journal of Bio-Science	Bangladesh Journals Online	1023-8654	1023-8654	42393	Journal of bio-science	J Biosci (Rajshari)	1023-8654		J Biosci (Rajshari)	101629698	
3133	Tribology Letters	Springer-Verlag	1023-8883	1573-2711	39237	Tribology letters	Tribol Lett	1023-8883	1573-2711	Tribol Lett	9890477	Q15765879
53620	Swiss Surgery	Hogrefe & Huber Publishing Group	1023-9332		20128	Swiss surgery = Schweizer Chirurgie = Chirurgie suisse = Chirurgia svizzera	Swiss Surg	1023-9332	2235-1884	Swiss Surg	9514313	
6204	Biocatalysis and Biotransformation	Informa UK (Taylor & Francis)	1024-2422	1029-2446	31965	Biocatalysis and biotransformation	Biocatal Biotransformation	1024-2422	1029-2446	Biocatal. Biotransformation	9602086	Q4914703
21340	Enantiomer A Journal of Stereochemistry	Informa UK (Taylor & Francis)	1024-2430		21024	Enantiomer	Enantiomer	1024-2430		Enantiomer	9612491	
